,tweet_text,label,cleaned_tweet,tokens,stopwords_tokens,stemmed_tokens,lemmatized_tokens
180,"I keep hearing the phrase ""abundance of caution"" being used in reference to countries pausing rollout of #OxfordAstraZeneca #CovidVaccine but is it really caution? Isn't it actually reckless to expose your population to #COVID19 unnecessarily? Data needed or carry on vaccinating.",1,i keep hearing the phrase abundance of caution being used in reference to countries pausing rollout of   but is it really caution isnt it actually reckless to expose your population to  unnecessarily data needed or carry on vaccinating,"['i', 'keep', 'hearing', 'the', 'phrase', 'abundance', 'of', 'caution', 'being', 'used', 'in', 'reference', 'to', 'countries', 'pausing', 'rollout', 'of', 'but', 'is', 'it', 'really', 'caution', 'isnt', 'it', 'actually', 'reckless', 'to', 'expose', 'your', 'population', 'to', 'unnecessarily', 'data', 'needed', 'or', 'carry', 'on', 'vaccinating']","['keep', 'hearing', 'phrase', 'abundance', 'caution', 'used', 'reference', 'countries', 'pausing', 'rollout', 'really', 'caution', 'isnt', 'actually', 'reckless', 'expose', 'population', 'unnecessarily', 'data', 'needed', 'carry', 'vaccinating']","['keep', 'hear', 'phrase', 'abund', 'caution', 'use', 'refer', 'countri', 'paus', 'rollout', 'realli', 'caution', 'isnt', 'actual', 'reckless', 'expos', 'popul', 'unnecessarili', 'data', 'need', 'carri', 'vaccin']","['keep', 'hearing', 'phrase', 'abundance', 'caution', 'used', 'reference', 'country', 'pausing', 'rollout', 'really', 'caution', 'isnt', 'actually', 'reckless', 'expose', 'population', 'unnecessarily', 'data', 'needed', 'carry', 'vaccinating']"
181,The problems with Oxford/AstraZenecaEEs vaccine continue. This is not going to end well. https://t.co/MTbDWUh2vk #OxfordAstraZeneca #COVID19Vaccine,0,the problems with oxfordastrazenecaees vaccine continue this is not going to end well   ,"['the', 'problems', 'with', 'oxfordastrazenecaees', 'vaccine', 'continue', 'this', 'is', 'not', 'going', 'to', 'end', 'well']","['problems', 'oxfordastrazenecaees', 'vaccine', 'continue', 'going', 'end', 'well']","['problem', 'oxfordastrazenecae', 'vaccin', 'continu', 'go', 'end', 'well']","['problem', 'oxfordastrazenecaees', 'vaccine', 'continue', 'going', 'end', 'well']"
182,Had my first vaccine yesterday #oxfordastrazeneca and no side effects whatsoever! ??,1,had my first vaccine yesterday  and no side effects whatsoever ,"['had', 'my', 'first', 'vaccine', 'yesterday', 'and', 'no', 'side', 'effects', 'whatsoever']","['first', 'vaccine', 'yesterday', 'side', 'effects', 'whatsoever']","['first', 'vaccin', 'yesterday', 'side', 'effect', 'whatsoev']","['first', 'vaccine', 'yesterday', 'side', 'effect', 'whatsoever']"
183,"#Denmark has ceased giving the #OxfordAstraZeneca Covid #Vaccine amid concerns about rare cases of blood clots, the first #European country to do so fully.
The move is expected to delay the country's vaccination programme by several weeks. https://t.co/BIeNjaprb9",0," has ceased giving the  covid  amid concerns about rare cases of blood clots the first  country to do so fully
the move is expected to delay the countrys vaccination programme by several weeks ","['has', 'ceased', 'giving', 'the', 'covid', 'amid', 'concerns', 'about', 'rare', 'cases', 'of', 'blood', 'clots', 'the', 'first', 'country', 'to', 'do', 'so', 'fully', 'the', 'move', 'is', 'expected', 'to', 'delay', 'the', 'countrys', 'vaccination', 'programme', 'by', 'several', 'weeks']","['ceased', 'giving', 'covid', 'amid', 'concerns', 'rare', 'cases', 'blood', 'clots', 'first', 'country', 'fully', 'move', 'expected', 'delay', 'countrys', 'vaccination', 'programme', 'several', 'weeks']","['ceas', 'give', 'covid', 'amid', 'concern', 'rare', 'case', 'blood', 'clot', 'first', 'countri', 'fulli', 'move', 'expect', 'delay', 'countri', 'vaccin', 'programm', 'sever', 'week']","['ceased', 'giving', 'covid', 'amid', 'concern', 'rare', 'case', 'blood', 'clot', 'first', 'country', 'fully', 'move', 'expected', 'delay', 'country', 'vaccination', 'programme', 'several', 'week']"
184,"@RobertAlai Sputnik V  is Not internationally approved,  why are you misleading people, have you been  paid to push this #sputnikV,  even Vladimir Putin himself did not take Sputnik V vaccine, it's efficacy &amp; safety not confirmed",0, sputnik v  is not internationally approved  why are you misleading people have you been  paid to push this   even vladimir putin himself did not take sputnik v vaccine its efficacy amp safety not confirmed,"['sputnik', 'v', 'is', 'not', 'internationally', 'approved', 'why', 'are', 'you', 'misleading', 'people', 'have', 'you', 'been', 'paid', 'to', 'push', 'this', 'even', 'vladimir', 'putin', 'himself', 'did', 'not', 'take', 'sputnik', 'v', 'vaccine', 'its', 'efficacy', 'amp', 'safety', 'not', 'confirmed']","['sputnik', 'v', 'internationally', 'approved', 'misleading', 'people', 'paid', 'push', 'even', 'vladimir', 'putin', 'take', 'sputnik', 'v', 'vaccine', 'efficacy', 'amp', 'safety', 'confirmed']","['sputnik', 'v', 'intern', 'approv', 'mislead', 'peopl', 'paid', 'push', 'even', 'vladimir', 'putin', 'take', 'sputnik', 'v', 'vaccin', 'efficaci', 'amp', 'safeti', 'confirm']","['sputnik', 'v', 'internationally', 'approved', 'misleading', 'people', 'paid', 'push', 'even', 'vladimir', 'putin', 'take', 'sputnik', 'v', 'vaccine', 'efficacy', 'amp', 'safety', 'confirmed']"
185,ItEEs just that am not feeling safe at 100% with #mRNA #PfizerBiontech or #Moderna regarding side effects in the distant future. Cytokine syndrome etc.  I would rather have a more classical vaccine like Astra Zeneca. Sputnik V and others are also using a more classical approach.,0,itees just that am not feeling safe at  with   or  regarding side effects in the distant future cytokine syndrome etc  i would rather have a more classical vaccine like astra zeneca sputnik v and others are also using a more classical approach,"['itees', 'just', 'that', 'am', 'not', 'feeling', 'safe', 'at', 'with', 'or', 'regarding', 'side', 'effects', 'in', 'the', 'distant', 'future', 'cytokine', 'syndrome', 'etc', 'i', 'would', 'rather', 'have', 'a', 'more', 'classical', 'vaccine', 'like', 'astra', 'zeneca', 'sputnik', 'v', 'and', 'others', 'are', 'also', 'using', 'a', 'more', 'classical', 'approach']","['itees', 'feeling', 'safe', 'regarding', 'side', 'effects', 'distant', 'future', 'cytokine', 'syndrome', 'etc', 'would', 'rather', 'classical', 'vaccine', 'like', 'astra', 'zeneca', 'sputnik', 'v', 'others', 'also', 'using', 'classical', 'approach']","['ite', 'feel', 'safe', 'regard', 'side', 'effect', 'distant', 'futur', 'cytokin', 'syndrom', 'etc', 'would', 'rather', 'classic', 'vaccin', 'like', 'astra', 'zeneca', 'sputnik', 'v', 'other', 'also', 'use', 'classic', 'approach']","['itees', 'feeling', 'safe', 'regarding', 'side', 'effect', 'distant', 'future', 'cytokine', 'syndrome', 'etc', 'would', 'rather', 'classical', 'vaccine', 'like', 'astra', 'zeneca', 'sputnik', 'v', 'others', 'also', 'using', 'classical', 'approach']"
186,"Shots, shots, shots!! The entire Norton family will be fully vaccinated by May 1st and I am so happy ????. #Moderna #Pfizer",1,shots shots shots the entire norton family will be fully vaccinated by may st and i am so happy   ,"['shots', 'shots', 'shots', 'the', 'entire', 'norton', 'family', 'will', 'be', 'fully', 'vaccinated', 'by', 'may', 'st', 'and', 'i', 'am', 'so', 'happy']","['shots', 'shots', 'shots', 'entire', 'norton', 'family', 'fully', 'vaccinated', 'may', 'st', 'happy']","['shot', 'shot', 'shot', 'entir', 'norton', 'famili', 'fulli', 'vaccin', 'may', 'st', 'happi']","['shot', 'shot', 'shot', 'entire', 'norton', 'family', 'fully', 'vaccinated', 'may', 'st', 'happy']"
187,"@Tees_Issues #Moderna's vax is an #OperatingSystem #RemoteAccess  ???????? https://t.co/mDsYhBWVyj #Truth
Gonna be fun watching the vaccinated realise what they let themselves in for. Anyone heard of the Uninterruptable Autopilot? #AGolfballSizeConsciousnessLeadsToAGolfballSizedAwareness https://t.co/z0lVT6ocmC",0,"  vax is an      
gonna be fun watching the vaccinated realise what they let themselves in for anyone heard of the uninterruptable autopilot  ","['vax', 'is', 'an', 'gon', 'na', 'be', 'fun', 'watching', 'the', 'vaccinated', 'realise', 'what', 'they', 'let', 'themselves', 'in', 'for', 'anyone', 'heard', 'of', 'the', 'uninterruptable', 'autopilot']","['vax', 'gon', 'na', 'fun', 'watching', 'vaccinated', 'realise', 'let', 'anyone', 'heard', 'uninterruptable', 'autopilot']","['vax', 'gon', 'na', 'fun', 'watch', 'vaccin', 'realis', 'let', 'anyon', 'heard', 'uninterrupt', 'autopilot']","['vax', 'gon', 'na', 'fun', 'watching', 'vaccinated', 'realise', 'let', 'anyone', 'heard', 'uninterruptable', 'autopilot']"
188,100% sure #Moderna has given me horrible tinnitus.  Not saying it would happen to anyone else but #BeCareful,0, sure  has given me horrible tinnitus  not saying it would happen to anyone else but ,"['sure', 'has', 'given', 'me', 'horrible', 'tinnitus', 'not', 'saying', 'it', 'would', 'happen', 'to', 'anyone', 'else', 'but']","['sure', 'given', 'horrible', 'tinnitus', 'saying', 'would', 'happen', 'anyone', 'else']","['sure', 'given', 'horribl', 'tinnitu', 'say', 'would', 'happen', 'anyon', 'els']","['sure', 'given', 'horrible', 'tinnitus', 'saying', 'would', 'happen', 'anyone', 'else']"
189,"Special-#thanks to #DRKizzmekiaCorbett , for #donating #time to #NCschools (including the #NC #Community Colleges system), speaking about her pivotal role in the development #of #Moderna's #covid19-#vaccine. #thankyou

(#screenshot courtesy of my #pixel4a5g... https://t.co/da0Ybbuva2",1,"special to   for   to  including the   colleges system speaking about her pivotal role in the development    

 courtesy of my  ","['special', 'to', 'for', 'to', 'including', 'the', 'colleges', 'system', 'speaking', 'about', 'her', 'pivotal', 'role', 'in', 'the', 'development', 'courtesy', 'of', 'my']","['special', 'including', 'colleges', 'system', 'speaking', 'pivotal', 'role', 'development', 'courtesy']","['special', 'includ', 'colleg', 'system', 'speak', 'pivot', 'role', 'develop', 'courtesi']","['special', 'including', 'college', 'system', 'speaking', 'pivotal', 'role', 'development', 'courtesy']"
190,"This is good news! We have total confidence in the #PfizerBioNTech vaccine, but adding this to our arsenal against #COVID19 gives us options for patients and will improve supply of vaccines into our hubs. ? ? #CovidVaccine https://t.co/WBfYUXJU9H",1,this is good news we have total confidence in the  vaccine but adding this to our arsenal against  gives us options for patients and will improve supply of vaccines into our hubs    ,"['this', 'is', 'good', 'news', 'we', 'have', 'total', 'confidence', 'in', 'the', 'vaccine', 'but', 'adding', 'this', 'to', 'our', 'arsenal', 'against', 'gives', 'us', 'options', 'for', 'patients', 'and', 'will', 'improve', 'supply', 'of', 'vaccines', 'into', 'our', 'hubs']","['good', 'news', 'total', 'confidence', 'vaccine', 'adding', 'arsenal', 'gives', 'us', 'options', 'patients', 'improve', 'supply', 'vaccines', 'hubs']","['good', 'news', 'total', 'confid', 'vaccin', 'ad', 'arsen', 'give', 'us', 'option', 'patient', 'improv', 'suppli', 'vaccin', 'hub']","['good', 'news', 'total', 'confidence', 'vaccine', 'adding', 'arsenal', 'give', 'u', 'option', 'patient', 'improve', 'supply', 'vaccine', 'hub']"
191,"The #Pfizer &amp; #Moderna #coronavirus #vaccines can cause lymph nodes to swell, notably those in the armpit on the side where the shot was received. Some women are feeling these armpit lymph nodes &amp; mistaking them for breast lumps, writes @healthdayeditor.https://t.co/ePTn6Dvk7L",0,the  amp    can cause lymph nodes to swell notably those in the armpit on the side where the shot was received some women are feeling these armpit lymph nodes amp mistaking them for breast lumps writes ,"['the', 'amp', 'can', 'cause', 'lymph', 'nodes', 'to', 'swell', 'notably', 'those', 'in', 'the', 'armpit', 'on', 'the', 'side', 'where', 'the', 'shot', 'was', 'received', 'some', 'women', 'are', 'feeling', 'these', 'armpit', 'lymph', 'nodes', 'amp', 'mistaking', 'them', 'for', 'breast', 'lumps', 'writes']","['amp', 'cause', 'lymph', 'nodes', 'swell', 'notably', 'armpit', 'side', 'shot', 'received', 'women', 'feeling', 'armpit', 'lymph', 'nodes', 'amp', 'mistaking', 'breast', 'lumps', 'writes']","['amp', 'caus', 'lymph', 'node', 'swell', 'notabl', 'armpit', 'side', 'shot', 'receiv', 'women', 'feel', 'armpit', 'lymph', 'node', 'amp', 'mistak', 'breast', 'lump', 'write']","['amp', 'cause', 'lymph', 'node', 'swell', 'notably', 'armpit', 'side', 'shot', 'received', 'woman', 'feeling', 'armpit', 'lymph', 'node', 'amp', 'mistaking', 'breast', 'lump', 'writes']"
192,@RobynUrback agreed. &amp; the only thing I know for certain is want the #SputnikV vaccine-but can't get it. Y not? Approved in ~40 other countries?  Exasperating beyond belief. @justintrudeau @liberal_party fiasco. #cdnpoli @cbcnews,1, agreed amp the only thing i know for certain is want the  vaccinebut cant get it y not approved in  other countries  exasperating beyond belief   fiasco  ,"['agreed', 'amp', 'the', 'only', 'thing', 'i', 'know', 'for', 'certain', 'is', 'want', 'the', 'vaccinebut', 'cant', 'get', 'it', 'y', 'not', 'approved', 'in', 'other', 'countries', 'exasperating', 'beyond', 'belief', 'fiasco']","['agreed', 'amp', 'thing', 'know', 'certain', 'want', 'vaccinebut', 'cant', 'get', 'approved', 'countries', 'exasperating', 'beyond', 'belief', 'fiasco']","['agre', 'amp', 'thing', 'know', 'certain', 'want', 'vaccinebut', 'cant', 'get', 'approv', 'countri', 'exasper', 'beyond', 'belief', 'fiasco']","['agreed', 'amp', 'thing', 'know', 'certain', 'want', 'vaccinebut', 'cant', 'get', 'approved', 'country', 'exasperating', 'beyond', 'belief', 'fiasco']"
193,"#USA to start #vaccination from today! It has according to latest figures maximum #coronavirus cases (over 16.7 million) and deaths ( last count 304,459). The #vaccination drive will start from today (Dec 14) with #PfizerBioNTechEEs #vaccine. 
#COVID19Vaccine",1," to start  from today it has according to latest figures maximum  cases over  million and deaths  last count  the  drive will start from today dec  with   
","['to', 'start', 'from', 'today', 'it', 'has', 'according', 'to', 'latest', 'figures', 'maximum', 'cases', 'over', 'million', 'and', 'deaths', 'last', 'count', 'the', 'drive', 'will', 'start', 'from', 'today', 'dec', 'with']","['start', 'today', 'according', 'latest', 'figures', 'maximum', 'cases', 'million', 'deaths', 'last', 'count', 'drive', 'start', 'today', 'dec']","['start', 'today', 'accord', 'latest', 'figur', 'maximum', 'case', 'million', 'death', 'last', 'count', 'drive', 'start', 'today', 'dec']","['start', 'today', 'according', 'latest', 'figure', 'maximum', 'case', 'million', 'death', 'last', 'count', 'drive', 'start', 'today', 'dec']"
194,Guess who got vaccinated!? #Moderna shot 1 out of 2! #VaccinesSaveLives #CovidVaccine https://t.co/XquFx612dz,1,guess who got vaccinated  shot  out of    ,"['guess', 'who', 'got', 'vaccinated', 'shot', 'out', 'of']","['guess', 'got', 'vaccinated', 'shot']","['guess', 'got', 'vaccin', 'shot']","['guess', 'got', 'vaccinated', 'shot']"
195,The US CDC Vaers system is now reporting to the end of january thousands of adverse reactions to Cv19 jabs with ~248  dead after receiving the jab !! #Covid #vaccine #Pfizervaccine #OxfordVaccine #USA #moderna Looks like its not that safe for the elderly !? https://t.co/JqVbfxztuJ,0,the us cdc vaers system is now reporting to the end of january thousands of adverse reactions to cv jabs with   dead after receiving the jab        looks like its not that safe for the elderly  ,"['the', 'us', 'cdc', 'vaers', 'system', 'is', 'now', 'reporting', 'to', 'the', 'end', 'of', 'january', 'thousands', 'of', 'adverse', 'reactions', 'to', 'cv', 'jabs', 'with', 'dead', 'after', 'receiving', 'the', 'jab', 'looks', 'like', 'its', 'not', 'that', 'safe', 'for', 'the', 'elderly']","['us', 'cdc', 'vaers', 'system', 'reporting', 'end', 'january', 'thousands', 'adverse', 'reactions', 'cv', 'jabs', 'dead', 'receiving', 'jab', 'looks', 'like', 'safe', 'elderly']","['us', 'cdc', 'vaer', 'system', 'report', 'end', 'januari', 'thousand', 'advers', 'reaction', 'cv', 'jab', 'dead', 'receiv', 'jab', 'look', 'like', 'safe', 'elderli']","['u', 'cdc', 'vaers', 'system', 'reporting', 'end', 'january', 'thousand', 'adverse', 'reaction', 'cv', 'jab', 'dead', 'receiving', 'jab', 'look', 'like', 'safe', 'elderly']"
196,"#Brazil Says ""No"" To #Covaxin, #BharatBiotech Explains

https://t.co/xAk2Ml2sJZ",0," says no to   explains

","['says', 'no', 'to', 'explains']","['says', 'explains']","['say', 'explain']","['say', 'explains']"
197,"All the anti-India cynics who called various names to Covaxin, mocked it, called it #BJP vaccine should now apologise to the Nation. #Covaxin is found to be effective against all the different strains of #COVID19 virus. #MadeInIndia #IndiaVsCynics 

https://t.co/ZdpiEvAv6m",1,"all the antiindia cynics who called various names to covaxin mocked it called it  vaccine should now apologise to the nation  is found to be effective against all the different strains of  virus   

","['all', 'the', 'antiindia', 'cynics', 'who', 'called', 'various', 'names', 'to', 'covaxin', 'mocked', 'it', 'called', 'it', 'vaccine', 'should', 'now', 'apologise', 'to', 'the', 'nation', 'is', 'found', 'to', 'be', 'effective', 'against', 'all', 'the', 'different', 'strains', 'of', 'virus']","['antiindia', 'cynics', 'called', 'various', 'names', 'covaxin', 'mocked', 'called', 'vaccine', 'apologise', 'nation', 'found', 'effective', 'different', 'strains', 'virus']","['antiindia', 'cynic', 'call', 'variou', 'name', 'covaxin', 'mock', 'call', 'vaccin', 'apologis', 'nation', 'found', 'effect', 'differ', 'strain', 'viru']","['antiindia', 'cynic', 'called', 'various', 'name', 'covaxin', 'mocked', 'called', 'vaccine', 'apologise', 'nation', 'found', 'effective', 'different', 'strain', 'virus']"
